sample_order,ticker,filing_position,accession,primary_document,candidate_passages
63,USB,F1,0001193125-19-287486,d796072d10q.htm,103
63,USB,F2,0001193125-20-043622,d597518d10k.htm,84
63,USB,F3,0001193125-20-136359,d897119d10q.htm,98
63,USB,F4,0001193125-20-211979,d890129d10q.htm,98
63,USB,F5,0001193125-20-286983,d947218d10q.htm,98
64,GS,F1,0001193125-19-280752,d790566d10q.htm,142
64,GS,F2,0001193125-20-043853,d826673d10k.htm,160
64,GS,F3,0001193125-20-129324,d907802d10q.htm,137
64,GS,F4,0001193125-20-212201,d920934d10q.htm,137
64,GS,F5,0001193125-20-282987,d25996d10q.htm,138
65,UNM,F1,0000005513-19-000133,unm09302019-10xq.htm,95
65,UNM,F2,0000005513-20-000027,unm-20191231.htm,121
65,UNM,F3,0000005513-20-000076,unm-20200331.htm,101
65,UNM,F4,0000005513-20-000111,unm-20200630.htm,100
65,UNM,F5,0000005513-20-000152,unm-20200930.htm,101
66,FITB,F1,0001193125-19-288323,d818697d10q.htm,133
66,FITB,F2,0001193125-20-057751,d840471d10k.htm,139
66,FITB,F3,0001193125-20-137598,d840512d10q.htm,125
66,FITB,F4,0000035527-20-000077,fitb-20200630.htm,125
66,FITB,F5,0000035527-20-000107,fitb-20200930.htm,124
67,MS,F1,0001628280-19-013331,msq30930201910-q.htm,113
67,MS,F2,0000895421-20-000265,msq4201910k.htm,160
67,MS,F3,0000895421-20-000323,msq1202010q.htm,116
67,MS,F4,0000895421-20-000429,msq2202010q.htm,114
67,MS,F5,0000895421-20-000527,msq3202010q.htm,117
68,AJG,F1,0001193125-19-274533,d814529d10q.htm,85
68,AJG,F2,0001193125-20-028191,d879025d10k.htm,103
68,AJG,F3,0001564590-20-021299,ajg-10q_20200331.htm,86
68,AJG,F4,0001564590-20-035149,ajg-10q_20200630.htm,86
68,AJG,F5,0001564590-20-049355,ajg-10q_20200930.htm,86
69,AMP,F1,0000820027-19-000077,amp09302019.htm,90
69,AMP,F2,0000820027-20-000010,amp12312019.htm,127
69,AMP,F3,0000820027-20-000042,amp03312020.htm,86
69,AMP,F4,0000820027-20-000064,amp-20200630.htm,88
69,AMP,F5,0000820027-20-000074,amp-20200930.htm,89
70,SCHW,F1,0000316709-19-000052,schw-09302019x10q.htm,93
70,SCHW,F2,0000316709-20-000012,schw-12312019x10k.htm,126
70,SCHW,F3,0000316709-20-000021,schw-03312020x10q.htm,94
70,SCHW,F4,0000316709-20-000045,schw-06302020x10q.htm,92
70,SCHW,F5,0000316709-20-000054,schw-20200930.htm,99
71,CBOE,F1,0001558370-19-009643,cboe-20190930x10qe84bf5.htm,103
71,CBOE,F2,0001558370-20-001127,cboe-20191231x10k3d7487.htm,130
71,CBOE,F3,0001558370-20-004877,cboe-20200501x10q.htm,112
71,CBOE,F4,0001558370-20-008849,cboe-20200630x10q.htm,121
71,CBOE,F5,0001558370-20-012101,cboe-20200930x10q.htm,122
72,L,F1,0001193125-19-275925,d810287d10q.htm,85
72,L,F2,0001193125-20-031657,d816698d10k.htm,122
72,L,F3,0001140361-20-010602,brhc10011267_10q.htm,85
72,L,F4,0001140361-20-017258,brhc10014003_10q.htm,84
72,L,F5,0001140361-20-024292,brhc10014003_10q.htm,84
73,FLT,F1,0001175454-19-000024,flt10-q09302019.htm,84
73,FLT,F2,0001175454-20-000008,flt10-k12312019.htm,128
73,FLT,F3,0001175454-20-000020,flt-20200331.htm,88
73,FLT,F4,0001175454-20-000033,flt-20200630.htm,87
73,FLT,F5,0001175454-20-000046,flt-20200930.htm,86
74,RF,F1,0001281761-19-000093,rf-2019930x10xq.htm,89
74,RF,F2,0001281761-20-000010,rf-20191231x10k.htm,128
74,RF,F3,0001281761-20-000048,rf-2020331x10xq.htm,92
74,RF,F4,0001281761-20-000075,rf-2020630x10xq.htm,95
74,RF,F5,0001281761-20-000087,rf-2020930x10xq.htm,92
75,HBAN,F1,0000049196-19-000071,hban2019093010q.htm,99
75,HBAN,F2,0000049196-20-000010,hban2019-12x31x10k.htm,122
75,HBAN,F3,0000049196-20-000028,hban2020033110q.htm,92
75,HBAN,F4,0000049196-20-000046,hban2020063010q.htm,90
75,HBAN,F5,0000049196-20-000059,hban-20200930.htm,89
76,TRV,F1,0000086312-19-000046,trv-9302019x10q.htm,87
76,TRV,F2,0000086312-20-000011,trv-12312019x10k.htm,148
76,TRV,F3,0000086312-20-000021,trv-3312020x10q.htm,97
76,TRV,F4,0000086312-20-000039,trv-20200630.htm,94
76,TRV,F5,0000086312-20-000049,trv-20200930.htm,94
77,PYPL,F1,0001633917-19-000210,pypl10-qq32019.htm,106
77,PYPL,F2,0001633917-20-000028,pypl201910-k.htm,126
77,PYPL,F3,0001633917-20-000093,pyplq1202010-q.htm,101
77,PYPL,F4,0001633917-20-000134,pypl-20200630.htm,108
77,PYPL,F5,0001633917-20-000169,pypl-20200930.htm,111
78,BAC,F1,0000070858-19-000057,bac-930201910xq.htm,109
78,BAC,F2,0000070858-20-000011,bac-1231201910xk.htm,153
78,BAC,F3,0000070858-20-000023,bac-0331202010xq.htm,120
78,BAC,F4,0000070858-20-000040,bac-0630202010xq.htm,121
78,BAC,F5,0000070858-20-000071,bac-20200930.htm,108
79,MA,F1,0001141391-19-000150,ma09302019-10xq.htm,103
79,MA,F2,0001141391-20-000032,ma12312019-10xk.htm,129
79,MA,F3,0001141391-20-000091,ma03312020-10xq.htm,104
79,MA,F4,0001141391-20-000165,ma06302020-10xq.htm,105
79,MA,F5,0001141391-20-000203,ma-20200930.htm,105
80,MET,F1,0001099219-19-000225,met-2019930x10q.htm,101
80,MET,F2,0001099219-20-000064,met-20191231x10k.htm,138
80,MET,F3,0001099219-20-000203,met-2020331x10q.htm,107
80,MET,F4,0001099219-20-000287,met-2020630x10q.htm,108
80,MET,F5,0001099219-20-000359,met-20200930.htm,110
