sample_order,ticker,filing_position,accession,primary_document,candidate_passages
157,KEYS,F1,0001601046-19-000038,keys-07312019x10q.htm,102
157,KEYS,F2,0001601046-19-000110,keys-10312019x10k.htm,115
157,KEYS,F3,0001601046-20-000005,keys-01312020x10q.htm,97
157,KEYS,F4,0001601046-20-000045,keys-04302020x10q.htm,97
157,KEYS,F5,0001601046-20-000056,keys-07312020x10q.htm,99
158,IT,F1,0000749251-19-000025,it-09302019x10q.htm,88
158,IT,F2,0000749251-20-000008,it-12312019x10k.htm,104
158,IT,F3,0000749251-20-000015,it-20200331.htm,86
158,IT,F4,0000749251-20-000026,it-20200630.htm,86
158,IT,F5,0000749251-20-000034,it-20200930.htm,87
159,KLAC,F1,0000319201-19-000039,klac10q093019.htm,98
159,KLAC,F2,0000319201-20-000008,klac10q123119.htm,98
159,KLAC,F3,0000319201-20-000026,klac10q033120.htm,98
159,KLAC,F4,0000319201-20-000047,klac-20200630.htm,106
159,KLAC,F5,0000319201-20-000057,klac-20200930.htm,101
160,NLOK,F1,0000849399-19-000016,symc10419-10q.htm,120
160,NLOK,F2,0000849399-20-000002,nlok132010-q.htm,121
160,NLOK,F3,0000849399-20-000004,nlokfy2010-k.htm,121
160,NLOK,F4,0000849399-20-000007,nlok-20200703.htm,121
160,NLOK,F5,0000849399-20-000011,nlok-20201002.htm,121
161,NVDA,F1,0001045810-19-000170,nvda2020q310q.htm,88
161,NVDA,F2,0001045810-20-000010,nvda-2020x10k.htm,102
161,NVDA,F3,0001045810-20-000065,nvda-20200426.htm,84
161,NVDA,F4,0001045810-20-000147,nvda-20200726.htm,82
161,NVDA,F5,0001045810-20-000189,nvda-20201025.htm,84
162,XLNX,F1,0000743988-19-000038,xlnx0928201910q.htm,99
162,XLNX,F2,0000743988-20-000009,xlnx1228201910q.htm,101
162,XLNX,F3,0000743988-20-000020,xlnx328202010k.htm,121
162,XLNX,F4,0000743988-20-000040,xlnx-20200627.htm,103
162,XLNX,F5,0000743988-20-000051,xlnx-20200926.htm,104
163,SWKS,F1,0000004127-19-000049,fy1910k92719.htm,103
163,SWKS,F2,0000004127-20-000007,q12010qdecember272019.htm,60
163,SWKS,F3,0000004127-20-000027,q22010qmarch272020.htm,60
163,SWKS,F4,0000004127-20-000046,swks-20200626.htm,59
163,SWKS,F5,0000004127-20-000058,swks-20201002.htm,108
164,CTXS,F1,0000877890-19-000279,ctxs09-30x201910xq.htm,120
164,CTXS,F2,0000877890-20-000051,ctxs-20191231.htm,121
164,CTXS,F3,0000877890-20-000155,ctxs-20200331.htm,112
164,CTXS,F4,0000877890-20-000247,ctxs-20200630.htm,111
164,CTXS,F5,0000877890-20-000316,ctxs-20200930.htm,105
165,TDY,F1,0001094285-19-000162,tdy-20190929.htm,85
165,TDY,F2,0001094285-20-000045,tdy-20191229.htm,126
165,TDY,F3,0001094285-20-000068,tdy-20200329.htm,74
165,TDY,F4,0001094285-20-000139,tdy-20200628.htm,82
165,TDY,F5,0001094285-20-000163,tdy-20200927.htm,77
166,AKAM,F1,0001086222-19-000241,akam10q9302019.htm,121
166,AKAM,F2,0001086222-20-000045,akam10k123119.htm,123
166,AKAM,F3,0001086222-20-000103,akam-20200331.htm,123
166,AKAM,F4,0001086222-20-000198,akam-20200630.htm,123
166,AKAM,F5,0001086222-20-000220,akam-20200930.htm,123
167,INTU,F1,0000896878-19-000174,a10-qdocumentxfy20q1.htm,108
167,INTU,F2,0000896878-20-000027,a10-qdocumentxfy20q2.htm,107
167,INTU,F3,0000896878-20-000065,a10-qdocumentxfy20q3.htm,111
167,INTU,F4,0000896878-20-000148,fy20q410-kdocument.htm,122
167,INTU,F5,0000896878-20-000223,intu-20201031.htm,111
168,CDNS,F1,0000813672-19-000027,a10-qcdns09282019.htm,93
168,CDNS,F2,0000813672-20-000007,cdns1228201910-k.htm,105
168,CDNS,F3,0000813672-20-000013,a10-qcdns03282020.htm,95
168,CDNS,F4,0000813672-20-000020,cdns-20200627.htm,99
168,CDNS,F5,0000813672-20-000027,cdns-20200926.htm,97
169,CRM,F1,0001108524-19-000052,crmq2fy2010-q.htm,110
169,CRM,F2,0001108524-19-000076,crm-20191031.htm,111
169,CRM,F3,0001108524-20-000014,crm-20200131.htm,120
169,CRM,F4,0001108524-22-000007,crm-20200430.htm,109
169,CRM,F5,0001108524-20-000041,crm-20200731.htm,109
170,INTC,F1,0000050863-19-000029,a0928201910qdocument.htm,84
170,INTC,F2,0000050863-20-000011,a12282019q4-10kdocument.htm,127
170,INTC,F3,0000050863-20-000017,a0328202010qdocument-u.htm,91
170,INTC,F4,0000050863-20-000026,intc-20200627.htm,76
170,INTC,F5,0000050863-20-000043,intc-20200926.htm,71
